abstract,assignees,crawled_date,date_filed,date_issued,inventors,location,patent_number,title,type,url
"A method and system for arranging service provider selection are described. A network computer system can establish a set of criteria to determine whether to display, before actually receiving an acceptance from a service provider, an assumed acceptance or a likely service provider to provide on-demand services in response to data corresponding to a request for service sent from a computing device of a user. For example, the network computer system can predetermine a likely service provider or number of matching service providers and display this information to the user in lieu of a “requesting” screen.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","November 7, 2017","John Mark Nickels, Eoin O'Mahony",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9813510,Network system to compute and transmit data based on predictive information,Grant,https://patents.justia.com/patent/9813510
"A service arrangement system coordinates service providers who provide geographical location-based services to users. The location-based services may include transportation of users. For example, a service provider operates a vehicle to transport a user from an origin location to a destination location. To provide an engaging user experience and encourage users to continue using the services, the service arrangement system accurately and expediently determines the origin location and the destination location based on querying available data sources. The service arrangement system can use selection rules for multiplexing, fallback logic, or load-balancing to select a high quality data source from the available data sources.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 31, 2017","Srihari Reddy, Brent Hamby, Aditya Sarawgi, Govind Kabra, Manik Gupta, Jennie Nguyen",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9805130,Geographical location search using multiple data sources,Grant,https://patents.justia.com/patent/9805130
"A system and method for charging a wireless device is described. A charging apparatus includes a power delivery circuit to provide power to the wireless device and a wireless radio to communicate wirelessly with the wireless device. For example, the information about the wireless device may include at least a device type. The charging apparatus further includes a controller to receive information about the wireless device via the wireless radio and to control an amount of current provided by the power delivery circuit, when powering the wireless device, based at least in part on the received information. For example, the controller may determine that the device type is one of a plurality of recognized device types and subsequently enable the power delivery circuit to provide an amount of current to the wireless device that is optimized for the device type.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 24, 2017",Joshua Sakwa,https://patents.justia.com/assignee/uber-technologies-inc?page=13,9801202,Bluetooth device and data scheduler,Grant,https://patents.justia.com/patent/9801202
"Architecture that detects entrances on building facades. In a first stage, scene geometry is exploited and the multi-dimensional problem is reduced down to a one-dimensional (1D) problem. Entrance hypotheses are generated by considering pairs of locations along lines exhibiting strong gradients in the transverse direction. In a second stage, a rich set of discriminative image features for entrances is explored according to constructed designs, specifically focusing on properties such as symmetry and color consistency, for example. Classifiers (e.g., random forest) are utilized to perform automatic feature selection and entrance classification. In another stage, a joint model is formulated in three dimensions (3D) for entrances on a given facade, which enables the exploitation of physical constraints between different entrances on the same facade in a systematic manner to prune false positives, and thereby select an optimum set of entrances on a given facade.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 24, 2017","Jingchen Liu, Vasudev Parameswaran, Thommen Korah, Varsha Hedau, Radek Grzeszczuk, Yanxi Liu",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9798931,Entrance detection from street-level imagery,Grant,https://patents.justia.com/patent/9798931
"A routing module identifies POIs that can be reached from a route with a cost less than distance m. A routing engine performs a reverse exploration on nodes in the planned route to locate POIs from which the route can be reached with a cost of less than a second cost n. POIs identified as being reachable from the route with a cost of less than m, and from which the route is reachable with a cost less than n are then further filtered to identify a subset of the POIs for which the sum of the time or distance from the route to the POI and the time or distance from the POI back to the route is less than a threshold time or distance, t.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 17, 2017","Richard F. Poppen, Weidong Tang",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9791284,Point of interest search along a route with return,Grant,https://patents.justia.com/patent/9791284
"A system for monitoring a vehicle used in providing a service is disclosed. The system detects when the service is complete, and upon detecting that the service is complete, the system determines, from one or more sensors of the vehicle, that an object which should have been removed from the vehicle after completion of the transport service, remains in the vehicle. The system then automatically initiates performance of a remedial action.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 17, 2017","David McAllister Bradley, Jean-Sebastien Valois",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9790729,Detecting objects within a vehicle in connection with a service,Grant,https://patents.justia.com/patent/9790729
"A sensory stimulation system for autonomous vehicle (AV) can monitor a set of maneuvers of the AV. Based on each respective maneuver, the sensory stimulation system can determine a set of sensory stimulation outputs to provide a rider of the AV with sensory indications of the respective maneuver. The sensory stimulation system can then output the set of sensory stimulation outputs via an interior output system.","UBER TECHNOLOGIES, INC.","09/03/2019, 12:53:55","January 2, 2017","October 17, 2017","Matthew Sweeney, Emily Bartel",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9789880,Sensory stimulation system for an autonomous vehicle,Grant,https://patents.justia.com/patent/9789880
"An event analysis system receives events in a time-series from a set of monitored systems and identifies a set of alert threshold values for each of the types of events to identify outliers in the time-series at an evaluated time. Portions of historic event data is selected to identify windows of event data near the evaluated time at a set of seasonally-adjusted times to predict the value of the event type. The alert threshold value may also account for a prediction based on recent, higher-frequency events. Using the alert threshold values for a plurality of event types, the event data is compared with the alert threshold values to determine an alert level for the data. The event data types are also clustered and displayed with the alert levels to provide a visualization of the event data and identify outliers when the new event data is received.","UBER TECHNOLOGIES, INC.","09/03/2019, 12:53:55","January 2, 2017","October 17, 2017","Franziska Bell, David Purdy, Laszlo Korsos, Shan He",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9794158,System event analyzer and outlier visualization,Grant,https://patents.justia.com/patent/9794158
"A method of generating map content includes receiving a service request including at least a start location from a computing device of a user, and selecting a service provider to provide the service request. The method further includes transmitting a confirmation to the computing device indicating that the selected service provider is traveling to the start location, and enabling map content to be displayed on a user interface of a service application on the computing device, the map content indicating at least the start location, and a dynamic location of the selected service provider while the selected service provider is traveling to the start location. The method also includes enabling dynamic zooming of the map content on the user interface based on the dynamic location of the selected service provider and at least one of the start location or a current location of the user.","UBER TECHNOLOGIES, INC.","09/03/2019, 12:53:55","January 2, 2017","October 17, 2017","Yuhki Yamashita, Didier Patrick Hilhorst, Bryant Jow, Peter Ng",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9791291,Modifying map configurations based on established location points,Grant,https://patents.justia.com/patent/9791291
"A sensor interface for an autonomous vehicle. The sensor interface generates a plurality of sensor pulses that are each offset in phase relative to a local clock signal by a respective amount. The sensor interface receives sensor data from a sensor apparatus and formats the sensor data based at least in part on the plurality of sensor pulses to enable the sensor data to be used for navigating the autonomous vehicle. For example, the sensor interface may add a timestamp to the sensor data indicating a timing of the sensor data in relation to the local clock signal.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 10, 2017","Mark Sibenac, Daniel Strother, Daniel Tascione, Morgan Jones, Jordan Brindza",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9785150,Formatting sensor data for use in autonomous vehicle communications platform,Grant,https://patents.justia.com/patent/9785150
A travel coordination system provides suggestions to providers for where they should go to reduce the wait time between trips. A geographic region is broken down into zones and a score is generated for each zone. A zone score can be generated by determining the estimated wait time for the zone and generating a model for the wait time. A zone score can also be generated using a model for the wait time using factors that likely contribute to the wait time. The zone score for each zone is displayed to the provider on a road map of the geographic region along with the boundaries of each of the zones and the provider's position within the region. The travel coordination system also suggests driving routes. The travel coordination system selects a target zone and generates candidate routes to the zone. A route is selected based on route scores.,"Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 3, 2017","Eoin O'Mahony, John Mark Nickels, Brent Goldman, Jeff Holden",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9778057,Selecting a route to a destination based on zones,Grant,https://patents.justia.com/patent/9778057
"A system includes a GPS module, user interface module, database and routing engine. To find nearby POIs in one embodiment the routing engine identifies POIs in the database located within a threshold distance from the planned route in Euclidean distance. The routing engine filters the results by exploring the road network to determine whether each of the POIs is within the threshold distance of the route in driving distance. The filtering may include exploring outward from the POI, until all roads within the threshold distance are explored or the route is reached; alternatively, distance to the POIs is checked by exploring outward from the route until all roads within the threshold distance of the route have been exposed. For those POIs reached in the exploration, the nearest point on the route and the distance to that point are known. Similar searches are performed based on driving time rather than distance.","UBER TECHNOLOGIES, INC.","09/03/2019, 12:53:55","January 2, 2017","October 3, 2017","Richard F. Poppen, Weidong Tang, Daniel R. Brownstone",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9778059,Point of interest search along a route,Grant,https://patents.justia.com/patent/9778059
"A system and method for determining location information using a location data point provided by a computing device is described. A location data point is received by a system from a client computing device. The system determines whether the location data point is within a predefined region from a plurality of predefined regions configured by a user of the system. If the location data point is within a predefined region, location information corresponding to the predefined region is transmitted to the client device. If the location data point is not within a predefined region, one or more third-party reverse geocoding services can be used that translates the location data point to a street address.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","October 3, 2017","Paul-Phillip Holden, Matthew Sweeney, Jeremy Grosser",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9778063,Determining location information using a location data point provided by a computing device,Grant,https://patents.justia.com/patent/9778063
"A LiDAR can include a laser, an avalanche photodiode, a splitter, and a processor. The laser can be configured to emit a narrow electromagnetic pulse. The avalanche photodiode can be configured to receive one or more electromagnetic pulses and output a response signal in response to said pulses. The photodiode can also be positioned to receive at least one reflected pulse, reflected by an object external from the LiDAR sensor and caused by the laser. The avalanche photodiode can also have a bias voltage applied to it affecting the response signal. The splitter can be positioned to receive the narrow electromagnetic pulse and split it into at least one external pulse directed toward the object external from the LiDAR sensor and at least one calibration pulse directed toward the photodiode. The calibration pulse directed toward the photodiode can be received by the photodiode before the pulse reflected by the object. The processor can be configured to receive response signals from the photodiode.","Uber Technologies, Inc.","09/03/2019, 12:53:55","January 2, 2017","September 26, 2017","Brent S. Schwarz, James A. Haslim, Nicholas M. Iturraran, Michael D. Karasoff",https://patents.justia.com/assignee/uber-technologies-inc?page=13,9772399,LiDAR scanner calibration,Grant,https://patents.justia.com/patent/9772399
A system includes a model generating component to generate a prediction tree model based on training data and an input component to receive input data including a destination in a geographical area. A computation component identifies at least one parking venue or at least one parking space near the destination in the geographical area and to generate at least one parking prediction corresponding to the at least one parking venue or the at least one parking space based at least in part on applying the input data to the prediction tree model. A presentation component presents the at least one parking venue or the at least one parking space and to present the at least one parking prediction to a user.,"Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","September 19, 2017","Laxmikant Agrawal, Sudheer Pratipati, Audrey Colle, Jose De Oliveira, Jeff Couckuyt",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9767690,Parking identification and availability prediction,Grant,https://patents.justia.com/patent/9767690
"A localization server improves position estimates of global navigation satellite systems (GNSS) using probabilistic shadow matching and pseudorange matching is disclosed herein. The localization server may utilize one or more of the following information: the locations of the satellites, the GNSS receiver's location estimate and associated estimated uncertainty, the reported pseudoranges of the satellites, the GNSS estimated clock bias, the SNRs of the satellites, and 3D environment information regarding the location of the receiver. The localization server utilizes a Bayesian framework to calculate an improved location estimate using the GNSS location fixes, pseudorange information, and satellite SNRs thereby improving localization and tracking for a user device.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","September 19, 2017","Upamanyu Madhow, Andrew Irish",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9766349,"Localization and tracking using location, signal strength, and pseudorange data",Grant,https://patents.justia.com/patent/9766349
Systems for instant messaging private tags preferably comprise a parser for parsing an instant message for sensitive data and an encryption engine for encrypting the sensitive data. A modified uuencoder is also preferably included for converting the encrypted sensitive data into a data stream that complies with an XML format. Other systems and methods are also provided.,"Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","September 12, 2017","Larry G. Kent, Jr., W. Todd Daniell, Joel A. Davis, Brian K. Daigle",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9762549,Instant messaging private tags,Grant,https://patents.justia.com/patent/9762549
"An anomaly detection system is provided in connection with a transport service. The anomaly detection system can construct routine route profiles for individual users of the transport service using historical route data. The anomaly detection system can monitor a current route traveled by a user. The anomaly detection system can further identify a matching routine route profile of the respective user. The anomaly detection system can utilize the matching routine route profile to identify a probable anomaly in the current route. In response to detecting the probable anomaly, the anomaly detection system can enable a safety protocol to perform a number of actions.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","September 12, 2017","Michael Truong, David Purdy, Rami Mawas",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9762601,Trip anomaly detection system,Grant,https://patents.justia.com/patent/9762601
"An autonomous vehicle (AV) can include a communication system to communicate with a backend system, a sensor system to collect sensor data representing an operational environment of the AV, and a control system that can processes the sensor data to (i) perform a localization operation to determine a location and an orientation of the AV within a given region, and (ii) autonomously operate the AV's acceleration, braking, and steering system throughout the given region. Based on the localization operation, the AV can implement a set of configuration commands to configure the communication system to transmit and receive data with the backend system using a number of specified network nodes.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 22, 2017","William Ross, Michael Aitken",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9740205,Autonomous vehicle communication configuration system,Grant,https://patents.justia.com/patent/9740205
"A map searching system determines locations responsive to a search query. The map searching system parses the search query to generate a set of search tokens and searches a plurality of location category indices using the search tokens. The location category indicies specify indexes of locations according to various location categories, such as points of interest and cross streets. The resulting records selected from the search tokens are scored based on scoring weights specific to the location category index that a record was selected from. After scoring, a number of high-scoring records are selected as the responsive records to the location search.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 8, 2017","Brent Hamby, Zhaolei Song",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9727595,Location searching with category indices,Grant,https://patents.justia.com/patent/9727595
"A method and apparatus for enabling prioritization of signaling messages in a communication network are disclosed. For example, the method receives at least one signaling message, and classifies each of the at least one signaling message. The method schedules each of the at least one signaling message for processing, and discards selectively one or more signaling messages that have been scheduled under an overload condition.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 1, 2017","Xiaowen Mang, Carolyn Roche Johnson, II",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9723622,Method and apparatus for prioritizing voice over internet protocol signaling messages,Grant,https://patents.justia.com/patent/9723622
"An anomaly detection system is provided in connection with a transport service. The anomaly detection system can construct routine route profiles for individual users of the transport service using historical route data. The anomaly detection system can monitor a current route traveled by a user. The anomaly detection system can further identify a matching routine route profile of the respective user. The anomaly detection system can utilize the matching routine route profile to identify a probable anomaly in the current route. In response to detecting the probable anomaly, the anomaly detection system can enable a safety protocol to perform a number of actions.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 1, 2017","Michael Truong, David Purdy, Rami Mawas",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9723469,Trip anomaly detection system,Grant,https://patents.justia.com/patent/9723469
"A system and method for configuring an indication device is described. An on-demand service system arranges a transport service for a user to be provided by a driver. The system determines whether the user has specified an output configuration for an indication device in an account of the user. In response to determining that the user has specified an output configuration for the indication device, the system identifies data corresponding to the output configuration and transmits the data to a driver device of the driver to enable the driver device to control the indication device of the driver based on the data.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 1, 2017","Travis Kalanick, Shalin Amin",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9718397,User-configurable indication device for use with an on-demand transport service,Grant,https://patents.justia.com/patent/9718397
"A system and method of providing information about a transport service to user devices are described. The system arranges a transport service for a first user and a second user. The system determines first data corresponding to a first route from a location of a driver device of the driver to a first pickup location of the first user and second data corresponding to a second route from the first pickup location to a second pickup location of the second user. A combined route is determined based on the first data and the second data. The system transmits data associated with the first data without transmitting the data corresponding to the combined route to a first user device of the first user, and transmits data corresponding to the combined route to a second user device of the second user.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","July 11, 2017","Christine Tao, Michael Jacobs",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9706367,Providing route information to devices during a shared transport service,Grant,https://patents.justia.com/patent/9706367
"An object detection system for an autonomous vehicle processes sensor data, including one or more images, obtained for a road segment on which the autonomous vehicle is being driven. The object detection system compares the images to three-dimensional (3D) environment data for the road segment to determine pixels in the images that correspond to objects not previously identified in the 3D environment data. The object detection system then analyzes the pixels to classify the objects not previously identified in the 3D environment data.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","June 6, 2017",Carlos Vallespi-Gonzalez,https://patents.justia.com/assignee/uber-technologies-inc?page=14,9672446,Object detection for an autonomous vehicle,Grant,https://patents.justia.com/patent/9672446
"A system and method for providing position information of a transit object to a computing device is provided. Global positioning satellite (GPS) information of a transit object can be periodically received. For each of some of the GPS information, one or more candidate points of a transit system can be identified based on the GPS information. Using the one or more candidate points, a most likely path of travel can be determined. Additional position points along the most likely path of travel can be extrapolated and transmitted to a computing device.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","June 6, 2017","Paul-Phillip Holden, Matthew Sweeney",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9671233,Dynamically providing position information of a transit object to a computing device,Grant,https://patents.justia.com/patent/9671233
"Methods and systems for providing a search engine capability for large datasets are disclosed. These methods and systems employ a Partition-by-Query index containing key-values pairs corresponding to keys reflecting concept-ordered search phrases and values reflecting ordered lists of document references that are responsive to the concept-ordered search phrase in a corresponding key. A large Partition-by-Query index may be partitioned across multiple servers depending on the size of the index, or the size of the index may be reduced by compressing query-references pairs into clusters. The methods and systems described herein may to provide suggestions and spelling corrections to the user, thereby improving the user's search engine experience while meeting user expectations for search quality and responsiveness.","UBER TECHNOLOGIES, INC.","09/03/2019, 12:53:55","November 19, 2014","May 9, 2017",Geoffrey Hendrey,https://patents.justia.com/assignee/uber-technologies-inc?page=14,9646108,Systems and methods for performing geo-search and retrieval of electronic documents using a big index,Grant,https://patents.justia.com/patent/9646108
"A street-level view can realistically reflect that objects occlude depicted route paths. Such objects can include guardrails, buildings, or any of a variety of other objects as described herein. A superior user experience that portrays route paths while taking real-world geometry into account can result.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","May 2, 2017","Ana Lilia Otero Diaz, Hae Jin Lee, Luis Eduardo Cabrera-Cordon, Doyop Kim",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9638538,Street-level guidance via route path,Grant,https://patents.justia.com/patent/9638538
"A system for monitoring a vehicle used in providing a service is disclosed. The system detects when the service is complete, and upon detecting that the service is complete, the system determines, from one or more sensors of the vehicle, that an object which should have been removed from the vehicle after completion of the transport service, remains in the vehicle. The system then automatically initiates performance of a remedial action.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","April 11, 2017","David McAllister Bradley, Jean-Sebastien Valois",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9616773,Detecting objects within a vehicle in connection with a service,Grant,https://patents.justia.com/patent/9616773
"A control interface for a first vehicle operation of an autonomous vehicle. The control interface detects an autonomy activation signal to enable a first automated controller to control the first vehicle operation. The control interface then couples the first automated controller to a vehicle control platform configured to manage the first vehicle operation in response to input signals. For example, the control inter face may include a double-throw electromechanical relay that switchably couples the vehicle control platform to one of the first automated controller or a manual input mechanism. The control interface then provides the input signals to the vehicle control platform from the first automated controller.","Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","April 11, 2017","Nicholas Letwin, Morgan Jones",https://patents.justia.com/assignee/uber-technologies-inc?page=14,9616896,System for switching control of an autonomous vehicle,Grant,https://patents.justia.com/patent/9616896
,"Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","April 18, 2017",Shalin Amin,https://patents.justia.com/assignee/uber-technologies-inc?page=14,D784362,Display screen of a computing device with graphical user interface of a computer-generated electronic summary or receipt,Grant,https://patents.justia.com/patent/D784362
,"Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 8, 2017","Stanley Yeung, Shalin Amin, Molly Nix",https://patents.justia.com/assignee/uber-technologies-inc?page=14,D794039,Display screen of a computing device with transport provider graphical user interface,Grant,https://patents.justia.com/patent/D794039
,"Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 22, 2017","Masato Tsujimoto, Peter Ng",https://patents.justia.com/assignee/uber-technologies-inc?page=14,D795268,Display screen computing device with graphical user interface,Grant,https://patents.justia.com/patent/D795268
,"Uber Technologies, Inc.","09/03/2019, 12:53:55","November 19, 2014","August 29, 2017","Peter Ng, Mark Larus",https://patents.justia.com/assignee/uber-technologies-inc?page=14,D795886,Display screen with graphical user interface,Grant,https://patents.justia.com/patent/D795886
"A system and method of operating a mobile device is described. The mobile device can determine its current location and determine whether a location-based service, which can be requested by a user operating the mobile device, is available for use at the current location. In response to determining that the location-based service is unavailable for use at the current location, the mobile device can cause a graphic icon, that would otherwise be displayed one of one or more home pages on a display of the mobile device, to be hidden so that the graphic icon is not displayed with any of the one or more home pages. The graphic icon can correspond to a service application for use with the location-based service.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","April 4, 2017",Lars Fjeldsoe-Nielsen,https://patents.justia.com/assignee/uber-technologies-inc?page=15,9615208,Dynamically controlling the presentation of a graphic feature based on location information,Grant,https://patents.justia.com/patent/9615208
"A backend system for a fleet of autonomous vehicles (AVs) for a given region can store a spectrum heat map indicating network coverage strength for a plurality of network types sourced at base stations located throughout the given region. The backend system can dynamically receive network quality data from the plurality of AVs traveling throughout the given region, and dynamically update the spectrum heat map based on the received network quality data.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","March 21, 2017","William Ross, Michael Aitken",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9603158,Optimizing communication for automated vehicles,Grant,https://patents.justia.com/patent/9603158
"A sensor synchronization system for a sensor apparatus. The system synchronizes a local clock signal with an external timing signal. For example, the external timing signal may correspond to a pulse per second (PPS) signal received from a global positioning system (GPS) receiver. The system further generates a plurality of sensor pulses that are each offset in phase relative to the local clock signal by a respective amount. The system then receives sensor data from the sensor apparatus, and determines a timing of the sensor data in relation to the local clock signal based at least in part on the plurality of sensor pulses.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","March 14, 2017","Mark Sibenac, Daniel Strother, Daniel Tascione, Morgan Jones, Jordan Brindza",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9596666,System for processing asynchronous sensor data,Grant,https://patents.justia.com/patent/9596666
"An autonomy controller for a vehicle. The autonomy controller detects a user input to enable an autonomous driving mode for the vehicle. In response to the user input, the autonomy controller determines a condition of one or more control interfaces configured to control respective vehicle operations. The autonomy controller may then selectively enable the autonomous driving mode based at least in part on the condition of each of the one or more control interfaces. For example, the autonomy controller may enable the autonomous driving mode only if each of the one or more control interfaces is in a ready condition.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","February 28, 2017","Nicholas Letwin, Morgan Jones",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9580080,Drive-by-wire control system,Grant,https://patents.justia.com/patent/9580080
"Method for maintaining active control of an autonomous vehicle can involve confirming the active presence of a human in a semi-autonomous vehicle. The human's active physical control and monitoring of the semi-autonomous vehicle can be verified by detecting that a throttle pedal on the semi-autonomous vehicle is depressed relative to a non-actuated position. The vehicle can then continue semi-autonomously as long as the active physical control and monitoring by the human is confirmed. Once the throttle pedal is found to no longer be depressed, the vehicle can be returned to normal human control.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","February 28, 2017","Anthony Levandowski, Don Burnette",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9582003,Method for maintaining active control of an autonomous vehicle,Grant,https://patents.justia.com/patent/9582003
"A computing device operates an application to receive and implement new functionality from a network service. If the new functionality causes the application to fail, the application can automatically discard or ignore the new functionality when the application is re-launched.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","February 21, 2017","Paul-Phillip Holden, Logan Rockmore",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9575837,System and method for introducing functionality to an application for use with a network service,Grant,https://patents.justia.com/patent/9575837
"A backend system can store a network resource map that indicates network coverages areas for a plurality of base stations over a given region. The system can receive a pick-up request from a requesting user seeking transportation from a pick-up location to a destination, and instruct an automated vehicle (AV) to service the pick-up request. The system can further determine a plurality of possible routes from the pick-up location to the destination, and perform an optimization operation to determine an optimal route by utilizing the network resource map. The system can then transmit route data for the optimal route to the selected AV.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","January 31, 2017","William Ross, Michael Aitken",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9557183,Backend system for route planning of autonomous vehicles,Grant,https://patents.justia.com/patent/9557183
"A contextual description of the arrival location can be determined based on individual or combined attributes, which include (i) a text-based identifier of one or more of the multiple places, and (ii) a spatial relationship as between one or more of the places, or as between the multiple places and the arrival location. The contextual description can be provided for a navigation interface of a computing device used by the user.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","January 24, 2017",Fei Guo,https://patents.justia.com/assignee/uber-technologies-inc?page=15,9551586,System and method for providing contextual information for a location,Grant,https://patents.justia.com/patent/9551586
"A transport arrangement system operates to receive a transport request from a user, and to make a selection of a vehicle type for the user based at least in part on a set of criteria associated with the transport request or user information. For example, the determination of whether an autonomous vehicle is to be provided can be based at least in part on the destination specified with the transport request.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","January 17, 2017","William Ross, John Bares, David LaRose, Matthew Sweeney",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9547309,Selecting vehicle type for providing transport,Grant,https://patents.justia.com/patent/9547309
"A sensor synchronization system for a sensor apparatus. The system synchronizes a local clock signal with an external timing signal. For example, the external timing signal may correspond to a pulse per second (PPS) signal received from a global positioning system (GPS) receiver. The system further generates a plurality of sensor pulses that are each offset in phase relative to the local clock signal by a respective amount. The system then activates a plurality of sensors of the sensor apparatus based at least in part on the plurality of sensor pulses.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","January 3, 2017","Mark Sibenac, Daniel Strother, Daniel Tascione, Morgan Jones, Jordan Brindza",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9537956,System for acquiring time-synchronized sensor data,Grant,https://patents.justia.com/patent/9537956
"A system and method for configuring an indication device is described. An on-demand service system arranges a transport service for a user to be provided by a driver. The system determines whether the user has specified an output configuration for an indication device in an account of the user. In response to determining that the user has specified an output configuration for the indication device, the system identifies data corresponding to the output configuration and transmits the data to a driver device of the driver to enable the driver device to control the indication device of the driver based on the data.","Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","January 3, 2017","Travis Kalanick, Shalin Amin",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9536271,User-configurable indication device for use with an on-demand transport service,Grant,https://patents.justia.com/patent/9536271
Examples described herein include an autonomous vehicle that receives guide assistance from a human driven vehicle in response to a determination that the autonomous vehicle cannot progress safely on its route.,"Uber Technologies, Inc.","09/03/2019, 12:53:56","November 7, 2014","November 15, 2016","William Ross, John Bares, David LaRose, Matthew Sweeney",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9494439,Autonomous vehicle operated with guide assistance of human driven vehicles,Grant,https://patents.justia.com/patent/9494439
"A routing module identifies POIs that can be reached from a route with a cost less than distance m. A routing engine performs a reverse exploration on nodes in the planned route to locate POIs from which the route can be reached with a cost of less than a second cost n. POIs identified as being reachable from the route with a cost of less than m, and from which the route is reachable with a cost less than n are then further filtered to identify a subset of the POIs for which the sum of the time or distance from the route to the POI and the time or distance from the POI back to the route is less than a threshold time or distance, t.","UBER TECHNOLOGIES, INC.","09/03/2019, 12:53:56","November 7, 2014","November 8, 2016","Richard F. Poppen, Weidong Tang",https://patents.justia.com/assignee/uber-technologies-inc?page=15,9488486,Point of interest search along a route with return,Grant,https://patents.justia.com/patent/9488486
